S,Curvature,Collision_Distance,Pitch,Roll
58.5508,1.17416e-06,1.81722,-0.529775,0.505703
59.0511,0.000172084,1.71819,-1.05913,1.9954
59.5514,0.000323772,1.76043,-0.416847,0.0172434
60.0516,0.00038727,1.83694,-0.300619,-1.55176
60.5519,0.000428473,1.74865,0.0427013,0.672954
61.0521,0.000469821,1.63627,-0.766797,-0.0864966
61.5524,0.000511305,1.66586,0.984725,-0.492419
62.0527,0.000552918,1.74193,-0.773616,-0.0047497
62.5529,0.000594654,1.81786,1.04311,0.536224
63.0532,0.000636488,1.8925,0.327254,-0.970942
63.5535,0.000624744,1.72773,0.517944,0.412028
64.0537,0.000440638,1.66986,-0.201935,0.293809
64.554,0.000222066,1.72011,0.527688,1.70135
65.0542,3.58306e-06,1.79541,0.761479,2.31046
65.5545,0.000214816,1.87072,-0.220016,1.92025
66.0548,0.000433137,1.94608,-0.0293672,0.161928
66.555,0.000651386,2,-0.881384,0.999584
67.0553,0.000869397,1.85668,0.0546012,0.552437
67.5555,0.00096913,1.79725,1.58815,-1.05595
68.0558,0.000744117,1.8491,1.00299,-0.922062
68.5561,0.000463797,1.92537,1.04278,-0.297022
69.0563,0.00018343,1.99985,1.89774,0.436497
69.5566,9.69814e-05,1.82149,-0.356778,-1.99969
70.0568,0.000377433,1.77535,0.186647,-0.490007
70.5571,0.000657923,1.8309,1.03298,1.00769
71.0574,0.000938234,1.90704,0.731964,-3.50103
71.5576,0.00113668,1.77111,-0.24633,-5.349
72.0579,0.00112958,1.69411,-0.480728,0.131633
72.5581,0.00109076,1.73395,-1.20328,0.0540697
73.0584,0.00105196,1.80903,-1.61618,3.04198
73.5587,0.00101317,1.88386,-0.150615,2.54138
74.0589,0.000974405,1.95843,0.338056,3.34601
74.5592,0.00093565,2,-1.9124,2.06209
75.0594,0.000896597,1.89522,-2.36308,0.454976
75.5597,0.000759842,1.83067,-0.400711,-0.225965
76.06,0.000386688,1.85444,-0.0737243,-1.38771
76.5602,2.1508e-05,1.92803,-0.531194,1.43762
77.0605,0.000429702,1.86853,0.320739,-0.141828
77.5608,0.000837899,1.73093,-0.707171,-1.91972
78.061,0.0012461,1.74926,0.798911,2.08403
78.5613,0.00165431,1.82348,1.60259,-0.59814
79.0615,0.00206196,1.89811,0.0404707,0.763296
79.5618,0.00228379,1.97325,-0.532926,-1.32683
80.0621,0.00205249,1.80915,-0.0902564,2.65352
80.5623,0.00175343,1.74949,0.356669,-2.23873
81.0626,0.00145437,1.80183,0.288947,-0.967618
81.5628,0.00115533,1.87883,-0.579143,1.05456
82.0631,0.000856301,1.95613,-0.508338,0.095671
82.5634,0.000557285,1.77795,-0.333183,0.108685
83.0636,0.000258194,1.73049,-0.0765234,-0.229158
83.5639,7.45242e-05,1.78899,0.151768,0.538251
84.0642,0.000491141,1.86668,0.626107,0.446677
84.5644,0.000920617,1.94425,-0.426508,0.150296
85.0647,0.00135009,1.91974,0.286539,0.763458
85.5649,0.00177956,1.78005,0.14126,-0.935686
86.0652,0.00220904,1.78086,-0.799862,-3.03821
86.5655,0.00263851,1.85118,0.365473,-0.310692
87.0657,0.00306733,1.92655,0.267198,0.507149
87.566,0.00323217,2,-0.0345566,0.536282
88.0662,0.00272587,1.85939,0.201897,-1.08342
88.5665,0.00211447,1.77735,0.0985844,-1.78799
89.0668,0.00150305,1.83363,-1.17037,0.581642
89.567,0.000891644,1.9127,0.147637,0.171616
90.0673,0.000280232,1.96496,-0.0657409,-1.43188
90.5675,0.000331184,1.99866,-0.810809,1.33341
91.0678,0.000942365,1.82151,-0.077543,0.0146426
91.5681,0.00144064,1.79515,-0.351019,-0.377451
92.0683,0.00164729,1.85382,0.159494,-1.33053
92.5686,0.00180749,1.92685,0.137524,2.27092
93.0689,0.00196771,2,0.230087,3.74706
93.5691,0.00212795,1.92592,0.106025,-0.257101
94.0694,0.00228821,1.80885,-0.135379,0.471003
94.5696,0.00244848,1.82591,1.09341,0.119917
95.0699,0.00260846,1.89949,-0.330579,-0.759482
95.5702,0.00261988,1.9758,0.506977,2.75876
96.0704,0.00224453,1.8878,-0.264118,-0.503486
96.5707,0.00180706,1.78875,0.182729,-0.9121
97.0709,0.0013696,1.80822,0.323613,-1.06345
97.5712,0.000932148,1.88651,0.628186,-1.24066
98.0715,0.000494718,1.96504,-0.0337981,-0.301982
98.5717,5.73026e-05,2,-0.929359,-0.474516
99.072,0.000380012,1.99654,1.26333,3.94121
99.5723,0.000775534,1.88208,-0.0579645,2.54037
100.073,0.0010624,1.9008,-0.189213,0.392243
100.573,0.00133183,1.9574,-0.150689,0.0835546
101.073,0.00160126,2,0.000547539,-1.48548
101.573,0.00187069,1.97852,-1.18325,-0.0861058
102.074,0.00214012,1.86503,0.376351,-0.5686
102.574,0.00240954,1.87994,-0.0732956,-0.731816
103.074,0.00267869,1.9417,-1.00077,-1.69896
103.574,0.00281355,2.00692,-0.815867,-0.197275
104.075,0.00259631,2.01891,0.487182,0.652418
104.575,0.00232206,1.92331,0.328161,0.988653
105.075,0.00204781,1.88654,0.101253,-0.765407
105.575,0.00177355,1.91489,-0.213379,-1.12484
106.076,0.0014993,2.01007,0.428546,-0.057713
106.576,0.00122505,2,0.673126,-0.74271
107.076,0.000950795,1.88377,-0.153025,-1.11211
107.576,0.000672749,1.84069,0.510296,-1.19989
108.077,0.000384535,1.86937,0.296792,0.684671
108.577,9.46297e-05,1.94047,-0.501732,0.971693
109.077,0.00019528,2,-0.486644,0.768234
109.577,0.000485195,2.00815,0.884615,0.354833
110.078,0.000775114,1.89906,-0.694634,0.511748
110.578,0.00106504,1.84854,-0.164528,-0.696702
111.078,0.00135476,1.89708,-0.161381,0.724055
111.579,0.00149974,1.96913,0.365878,-1.39596
112.079,0.00124497,2,-0.297415,2.37
112.579,0.000921762,1.94118,0.639216,-1.02245
113.079,0.000598555,1.85728,0.482273,0.283891
113.58,0.00027535,1.86477,0.550248,0.281101
114.08,4.78536e-05,1.93347,-0.677251,0.741598
114.58,0.000371057,1.92307,-0.417881,-0.785329
115.08,0.000694078,1.76298,-0.343992,-1.18583
115.581,0.000846679,1.7573,0.426601,-0.77449
116.081,0.000512818,1.845,-1.23825,1.31382
116.581,9.27247e-05,1.89782,0.00818522,-1.21453
117.081,0.000327368,1.97035,-0.214994,-0.696227
117.582,0.000747461,1.85022,-0.106899,0.554935
118.082,0.00116756,1.74963,-0.27985,-0.178244
118.582,0.00158765,1.78884,0.171376,-0.331802
119.082,0.00200759,1.86232,-0.226915,-0.122692
119.583,0.00223712,1.9363,0.179991,-0.270705
120.083,0.00190502,2.00105,-0.273377,-0.89796
120.583,0.00146988,1.96594,-1.26656,0.197295
121.083,0.00103474,1.85216,-0.937779,-0.610801
121.584,0.000599597,1.85035,-0.306819,-0.129552
122.084,0.000164457,1.91258,0.248718,-0.686219
122.584,0.000270685,1.98839,0.440628,-0.538181
