S,Curvature,Collision_Distance,Pitch,Roll
84.4859,1.58114,1.8,0.337342,-1.31143
85.0516,1.58114,2,-1.38943,1.31023
85.4516,5.98149e-07,1.94721,0.312507,-1.22479
85.8516,2.27068e-07,1.85952,-0.639208,0.215486
86.2516,4.55843e-08,1.81231,-0.478517,-0.223186
86.6516,2.11976e-08,1.8,1.0446,0.1143
87.0516,1.58114,1.8,-0.476965,0.470389
87.6173,1.58114,1.94721,0.841209,1.10437
88.0173,9.82681e-09,2,-0.663855,1.12303
88.4173,4.79812e-09,1.94721,0.0127976,0.0133127
88.8173,1.26459e-09,1.86943,0.338145,1.65135
89.2173,8.61533e-11,1.82221,-0.650554,-4.17198
89.6173,7.97584e-11,1.8,-1.07108,-0.416568
90.0173,4.05009e-11,1.8,-0.96442,-0.432638
90.4173,1.79412e-11,1.8,0.237978,0.511595
90.8173,1.58114,1.81231,0.352062,1.07689
91.383,1.58114,1.94721,0.573086,-0.172827
91.783,9.91207e-11,1.85952,0.15268,0.155182
92.183,4.26326e-12,1.81231,-0.303333,-3.08941
92.583,1.12799e-10,1.82221,-0.64299,2.16055
92.983,1.58114,1.82221,0.356145,0.0531076
93.5487,1.58114,1.94721,0.645475,-0.622208
93.9487,1.73017e-10,2,-0.715377,0.0189507
94.3487,1.03206e-10,1.94721,-0.953707,0.210743
94.7487,3.4639e-11,1.85952,-0.0284999,0.531316
95.1487,1.47438e-11,1.81231,0.0389393,0.360361
95.5487,2.43159e-05,1.8,-0.333024,-2.19262
95.9487,2.41037e-05,1.8,0.619958,-0.968753
96.3487,1.58114,1.8,-0.198925,3.20725
96.9144,1.58114,2,0.411194,-0.760288
97.3144,7.04592e-09,1.94721,0.083961,-0.445329
97.7144,2.14229e-10,1.85952,-0.260468,0.936616
98.1144,1.8435e-09,1.81231,1.49401,-0.27132
98.5144,1.15698e-08,1.8,1.25914,-0.645792
98.9144,1.58114,1.8,-0.465023,2.37508
99.48,1.58114,2,0.508965,0.310324
99.88,9.81484e-07,1.94721,1.06042,0.277828
100.28,8.15262e-06,1.86942,-0.506204,-1.39491
100.68,1.67192e-06,1.82221,0.180128,-0.834284
101.08,1.58114,1.8,-0.186072,0.733681
101.646,1.58114,2.0099,0.38498,-3.58861
102.046,1.33942e-06,2.0099,0.00373863,-0.384975
102.446,5.87712e-07,2,-0.950399,-1.23552
102.846,2.23513e-07,2,0.973292,0.874496
103.246,4.522e-08,1.94721,0.302441,4.68622
103.646,2.05e-08,1.86943,0.224879,2.14244
104.046,2.57774e-08,1.82221,0.349189,-0.404125
104.446,1.68523e-08,1.8,-0.0871245,2.00209
104.846,1.58114,1.8,-0.0725792,0.454411
105.411,1.58114,2.0099,-0.740471,-0.317341
105.811,1.20579e-09,1.95712,0.222866,1.2032
106.211,4.20997e-11,1.86943,-1.01426,-0.720851
106.611,1.77636e-11,1.82221,-0.0601344,-1.67924
107.011,1.58114,1.8,0.168805,-2.05214
107.577,1.58114,2.0099,-0.987826,-0.595496
107.977,2.97184e-10,2.0198,-0.697748,0.243155
108.377,1.12266e-10,2.0099,0.295266,-1.27802
108.777,1.86517e-11,1.94721,0.359944,1.59553
109.177,8.9706e-11,1.86943,-0.328612,0.115517
109.577,1.61116e-10,1.82221,-0.0669359,-1.14724
109.977,1.58114,1.82221,-0.338499,0.616141
110.543,1.58114,2.0099,-0.240754,-0.417065
110.943,1.65024e-10,2,1.17325,-0.759821
111.343,8.49099e-11,1.94721,0.481048,-0.859171
111.743,8.34888e-12,1.86943,0.641725,-2.37414
112.143,7.28306e-11,1.82221,0.239359,-0.295834
112.543,2.38128e-05,1.8,-0.304951,0.160721
112.943,1.58115,1.8,0.577286,-0.57448
113.508,1.58114,2,-0.425291,1.49676
113.908,3.2281e-08,2.0099,1.65889,2.44703
114.308,2.57749e-10,1.99563,1.09801,-0.412246
114.708,9.41469e-12,1.90794,0.372987,-0.106501
115.108,1.98703e-09,1.82221,0.618689,-0.417114
115.508,4.1835e-09,1.8,1.5674,0.202745
115.908,1.6e-08,1.8,-0.00211376,-0.471483
116.308,1.58114,1.8,-0.109314,0.0420313
116.874,1.58114,2,-0.0601828,0.163897
117.274,7.97562e-06,1.95711,0.0344973,-1.65527
117.674,1.6236e-06,1.87933,1.09968,-0.158187
118.074,2.72996e-06,1.82221,1.19308,1.58942
118.474,1.58114,1.8,-1.18327,0.0671029
119.04,1.58114,2,-1.40501,-0.810976
119.44,5.76764e-07,1.94721,0.940671,-0.345558
119.84,2.19505e-07,1.85952,0.64959,-1.75866
120.24,4.44349e-08,1.81231,0.363546,-1.25077
120.64,1.99956e-08,1.81231,-0.530291,0.345707
121.04,2.52644e-08,1.81231,-1.06609,1.25421
121.44,1.65574e-08,1.8,-0.358542,-0.625363
121.84,1.58114,1.8,-1.01731,0.63464
122.406,1.58114,1.94721,0.479571,-1.53866
122.806,1.17435e-09,1.85952,0.626317,-1.02359
123.206,7.42517e-11,1.81231,0.601505,0.209215
123.606,9.45022e-11,1.8,0.926723,-0.287079
124.006,4.583e-11,1.8,0.224764,-1.13551
124.406,1.58114,1.8,0.0167646,-0.93165
124.971,1.58114,2.0099,0.184913,1.12999
125.371,1.80478e-10,2.0099,-0.475929,0.496171
125.771,4.26326e-11,1.95712,-0.11492,0.0489042
126.171,6.16396e-11,1.87933,0.639021,-1.65304
126.571,1.46905e-10,1.82221,-0.106501,0.0469669
126.971,1.58114,1.8,0.201487,-0.859252
127.537,1.58114,2.0099,0.367216,-0.591047
127.937,1.74971e-10,2,0.989743,-1.54193
128.337,1.10667e-10,2,-0.0238122,3.70679
128.737,5.13367e-11,2,-0.0174421,0.146191
129.137,1.24345e-11,1.94721,0.52387,0.749314
129.537,2.4356e-05,1.86943,1.73592,2.05309
129.937,2.41288e-05,1.82221,1.27464,-1.99645
130.337,1.93567e-07,1.8,0.845082,-0.279864
130.737,1.58114,1.8,0.205974,0.779002
131.303,1.58114,2,0.819486,1.29996
131.703,7.48201e-09,1.94721,-1.50285,0.256406
132.103,2.15294e-09,1.86942,-1.70333,-1.05746
132.503,1.17831e-08,1.82221,-0.969834,-0.750432
132.903,1.58114,1.8,-0.0447618,-2.79021
133.468,1.58114,2,-0.631935,-1.74298
133.868,1.00071e-06,1.94721,0.0129917,2.21113
134.268,8.12173e-06,1.85952,-0.647558,-0.261311
134.668,1.65217e-06,1.81231,0.056163,0.82302
135.068,1.58114,1.8,0.237987,0.978981
135.634,1.58114,1.94721,-0.265063,-2.04771
136.034,1.35073e-06,2.0099,1.25811,0.480275
136.434,5.87628e-07,2.0099,0.274826,0.1638
136.834,2.24764e-07,1.94721,1.67677,-1.08299
137.234,4.75419e-08,1.85952,0.953096,-3.35966
137.634,2.03444e-08,1.81231,-1.06115,0.559668
138.034,1.58114,1.8,0.870934,1.33819
138.6,1.58114,1.94721,0.393629,0.971547
139,9.38325e-09,2,0.0156016,-0.542679
139.4,4.68585e-09,2,0.355968,0.037119
139.8,1.4353e-09,1.94721,0.214856,0.80156
140.2,1.1191e-11,1.86943,1.22472,-0.268601
140.6,9.21929e-11,1.82221,1.61294,-0.371985
141,7.03437e-11,1.8,0.0747151,0.871292
141.4,1.58114,1.8,2.88362,-2.66048
141.965,1.58114,2,-0.566926,-1.16955
142.365,2.19913e-10,2,0.576794,0.271159
142.765,9.29035e-11,1.94721,-0.0697039,0.631336
143.165,1.79412e-11,1.85952,-1.31673,-4.28208
143.565,2.20268e-11,1.81231,-0.362396,-0.804702
143.965,9.69891e-11,1.8,-0.0285861,-1.70234
144.365,1.82965e-10,1.8,0.534763,-2.45682
144.765,1.58114,1.8,0.541514,0.53454
145.331,1.58114,1.94721,0.147594,0.656728
145.731,1.3447e-10,1.86943,-3.47729,1.56932
146.131,1.19016e-11,1.82221,0.244629,1.45759
146.531,2.407e-05,1.8,-1.42611,1.28007
146.931,1.58115,1.8,-1.35834,0.273693
147.497,1.58114,2,-0.359923,-1.28792
147.897,3.42784e-08,2,-0.528234,-1.44198
148.297,2.8475e-10,2.0099,1.31966,-0.962596
148.697,1.02673e-10,2.0099,0.364553,1.04796
149.097,2.09059e-09,1.95711,1.09118,-0.138988
149.497,4.22418e-09,1.87932,0.769488,0.0569265
149.897,2.59162e-08,1.82221,-0.21743,-1.07043
150.297,1.13689e-07,1.8,-0.433359,-1.3599
150.697,1.58114,1.8,0.421868,-0.0152515
151.262,1.58114,1.94721,0.143279,-0.190081
151.662,1.63855e-06,1.86942,-0.308373,0.339843
152.062,2.73261e-06,1.82221,-0.297567,-0.163912
152.462,2.4122e-06,1.8,-0.789526,2.31857
152.862,1.58114,1.8,0.147829,1.50058
153.428,1.58114,2,-0.693771,1.73983
153.828,2.22024e-07,1.94721,-0.0591423,1.38911
154.228,4.72678e-08,1.85952,-0.084946,-2.27411
154.628,2.00151e-08,1.81231,0.142708,-2.25254
155.028,2.62322e-08,1.8,0.504753,3.49104
155.428,1.58114,1.8,-0.0361196,0.000208592
155.994,1.58114,2,-0.829807,-2.11606
156.394,4.53575e-09,2,0.153385,0.264341
156.794,1.36637e-09,1.94721,0.105027,1.41751
157.194,2.98428e-11,1.85952,-0.902292,-0.294978
157.594,1.76392e-10,1.81231,-0.74203,1.48146
157.994,1.3145e-11,1.8,0.296625,0.708519
158.394,5.87974e-11,1.8,-0.351453,-2.37109
158.794,1.58114,1.8,0.634104,-2.21066
159.359,1.58114,2.0099,0.0276299,-0.0990154
159.759,1.70886e-10,2.0099,0.0373791,0.132307
160.159,9.43245e-11,1.95712,0.187478,0.0816642
160.559,3.14415e-11,1.87933,0.434516,-0.747998
160.959,2.54019e-11,1.82221,-0.39429,0.797102
161.359,1.06226e-10,1.8,0.240703,-1.03407
161.759,1.80833e-10,1.82221,0.655198,0.38238
162.159,1.58114,1.82221,0.198833,-2.00065
162.725,1.58114,1.95712,-0.217483,0.0253258
163.125,1.55254e-10,1.87933,-0.427521,-0.794718
163.525,2.37287e-05,1.82221,0.674627,-1.46724
163.925,2.35066e-05,1.8,0.0724154,-0.375657
164.325,1.89267e-07,1.8,-0.249805,0.0782367
164.725,1.58114,1.8,-0.860703,-1.4175
165.291,1.58114,1.94721,-1.14194,-1.83678
165.691,7.50049e-09,1.86942,0.312787,-2.23936
166.091,2.22542e-09,1.82221,0.101842,0.96775
166.491,3.63389e-09,1.8,0.182007,-0.0568148
166.891,2.72147e-08,1.8,0.0835296,-0.055101
167.291,1.15293e-07,1.8,0.276824,-0.498295
167.691,1.58114,1.8,-0.0443367,0.0957516
168.256,1.58114,2,0.612104,0.224506
168.656,1.61512e-06,2,0.449318,-0.615078
169.056,2.68782e-06,1.94721,0.401127,-0.914883
169.456,2.38056e-06,1.86943,0.263444,-0.52964
169.856,1.58114,1.82221,0.842264,-1.22371
170.422,1.58114,1.94721,0.581853,0.0667721
170.822,2.19483e-07,2,0.339317,0.732512
171.222,4.71658e-08,1.94721,0.358887,-0.294642
171.622,1.96426e-08,1.86943,-0.114589,-0.275158
172.022,1.58114,1.82221,0.117389,-1.89964
172.588,1.58114,1.94721,-0.597487,-1.61881
172.988,9.01803e-09,2,0.475469,-3.25163
173.388,4.50751e-09,2,-0.139954,-2.48283
173.788,1.47331e-09,2,-0.736573,0.269507
174.188,5.87974e-11,2.0099,-0.562846,0.521021
174.588,1.19016e-10,1.99563,-0.630458,-1.13841
174.988,4.22773e-11,1.90794,-0.200923,-0.331277
175.388,1.58114,1.82221,-0.0473387,-1.24632
175.954,1.58114,2,-0.440348,0.406465
176.354,1.95577e-10,1.94721,0.112878,0.449614
176.754,5.70211e-11,1.85952,0.634715,0.0391059
177.154,6.60805e-11,1.81231,-1.08831,4.40143
177.554,1.52411e-10,1.8,-1.08798,0.246856
177.954,1.58114,1.8,-0.0436248,-0.0935528
178.519,1.58114,1.94721,0.378118,-0.55955
178.919,1.79412e-10,2.0099,-0.438269,-0.95209
179.319,1.20259e-10,2.0099,-0.808701,0.956921
179.719,5.57776e-11,1.94721,0.306316,-0.755039
180.119,9.59233e-12,1.86943,-0.814669,0.726973
180.519,2.33816e-05,1.82221,-0.990407,0.0633221
180.919,2.31634e-05,1.8,-0.465984,1.98243
181.319,1.78986e-07,1.82221,0.650475,0.244285
181.719,4.66878e-08,1.82221,-0.566815,-2.39363
182.119,1.58114,1.8,0.671598,-0.93779
182.685,1.58114,1.94721,0.708471,0.371384
183.085,5.74492e-09,1.85952,-0.187313,1.9267
183.485,3.70139e-09,1.81231,0.41358,-0.570087
183.885,2.70759e-08,1.8,-0.745215,0.183794
184.285,1.2284e-07,1.8,-0.232399,0.935796
184.685,9.60665e-07,1.8,-0.141716,3.26633
185.085,7.82244e-06,1.82221,-1.56907,5.76526
185.485,1.57245e-06,1.82221,-0.890018,0.542158
185.885,1.58114,1.8,0.00696185,-0.17626
186.451,1.58114,2.04842,-0.400927,-0.103426
186.851,1.58114,2.02425,-0.631812,-0.731649
187.416,1.58114,2.04842,-0.223669,0.568322
187.816,2.18261e-07,1.95712,0.667917,-0.215039
188.216,4.77172e-08,1.85952,1.18814,10.4628
188.616,1.89951e-08,1.81231,0.657916,16.5707
189.016,2.57828e-08,1.8,0.624994,1.19143
189.416,1.64624e-08,1.8,-0.768977,3.355
189.816,1.58114,1.8,-0.662235,6.39573
190.382,1.58114,2,2.98112,0.411357
190.782,1.36637e-09,1.94721,0.199693,-0.69307
191.182,2.43361e-11,1.86943,0.47943,-0.191022
191.582,2.68763e-10,1.82221,-0.708094,-5.56676
191.982,1.33937e-10,1.8,-0.79187,-8.77618
192.382,2.84217e-12,1.8,-1.34902,-2.06669
192.782,1.00897e-10,1.8,-0.317849,2.37079
193.182,1.58114,1.8,1.22096,3.07489
193.748,1.58114,1.94721,-0.174073,0.345853
194.148,1.76037e-10,1.85952,0.207214,1.50041
194.548,1.03206e-10,1.81231,0.432992,3.59519
194.948,2.27374e-11,1.8,0.0256743,-1.55043
195.348,4.49418e-11,1.8,-0.0498963,1.78578
195.748,1.22036e-10,1.8,0.323147,6.85085
196.148,2.13163e-10,1.8,0.358449,2.39132
196.548,1.58114,1.8,0.793716,-4.34961
197.113,1.58114,1.95712,-0.548181,-1.75686
197.513,1.58112,1.87933,-0.0640435,0.379293
198.079,1.58112,1.95712,0.436453,1.36546
198.479,1.76189e-07,2,0.595746,-0.0660045
198.879,3.88747e-08,2,-0.451103,-1.87069
199.279,2.99138e-10,1.94721,-0.718907,-1.20805
199.679,7.67386e-10,1.85952,0.221557,-1.74476
200.079,5.68079e-10,1.81231,0.139185,0.889101
200.479,1.59943e-09,1.8,-0.566297,0.351706
200.879,3.07091e-08,1.8,0.75275,-0.366993
201.279,1.20364e-07,1.82221,-0.28203,-11.507
201.679,1.58114,1.82221,-0.550743,-4.41635
202.245,1.58114,1.94721,0.556803,-1.48048
202.645,1.58913e-06,1.86942,-0.379482,0.650983
203.045,2.60339e-06,1.82221,-0.174306,-19.5471
203.445,2.31482e-06,1.8,-0.118328,-1.30847
203.845,1.58114,1.8,0.0102465,-5.07885
204.41,1.58114,2,1.4494,-0.322463
204.81,2.13935e-07,2,-0.415435,0.157355
205.21,4.66269e-08,1.94721,0.70099,-0.623525
205.61,1.87454e-08,1.85952,0.942483,0.753003
206.01,2.53008e-08,1.81231,-0.259339,0.753475
206.41,1.61073e-08,1.8,0.653915,-3.98322
206.81,9.02638e-09,1.8,-0.153,-16.8341
207.21,1.58114,1.8,-0.529471,-16.1908
207.776,1.58114,2,0.142275,-2.611
208.176,9.68114e-11,2.0099,-0.315692,-0.288588
208.576,3.25073e-10,1.99563,-0.195627,0.0476747
208.976,1.58096e-10,1.90794,-1.10869,0.418213
209.376,1.22569e-11,1.82221,-1.28808,-0.734555
209.776,9.23706e-11,1.8,-0.703216,0.653982
210.176,1.58114,1.8,-0.210296,0.530136
210.742,1.58114,1.99563,0.453009,-0.260292
211.142,1.68043e-10,1.90794,-0.387139,0.955492
211.542,8.56204e-11,1.82221,-0.161175,-0.888908
211.942,4.79616e-12,1.82221,1.66586,-0.860699
212.342,9.57456e-11,1.82221,1.29483,0.764186
212.742,1.73017e-10,1.8,0.643195,-0.725992
213.142,1.58114,1.8,-0.626407,-0.660746
213.707,1.58114,1.94721,-0.435749,1.85933
214.107,3.0731e-11,1.85952,-0.399926,-1.13441
214.507,2.26825e-05,1.81231,-1.38513,0.929891
214.907,1.58115,1.8,0.598794,-1.82104
215.473,1.58114,1.94722,0.0241518,-1.76677
215.873,3.21736e-08,2.0099,-2.40303,-0.750091
216.273,4.70379e-10,2.0099,-2.76976,-0.786211
216.673,6.79634e-10,2,-1.36081,0.542816
217.073,2.34834e-10,2.0099,-0.017532,0.919943
217.473,1.26192e-09,1.99563,1.32339,-2.21745
217.873,3.09196e-08,1.90794,0.0100296,0.655925
218.273,1.2807e-07,1.82221,-0.0571399,3.92584
